1753197337640,0.149583,0.345835,0.541628
1753197337672,0.148269,0.356792,0.546309
1753197337702,0.148269,0.356792,0.548732
1753197338270,0.157041,0.334707,0.528416
1753197338304,0.159470,0.348304,0.529582
1753197338339,0.157937,0.335266,0.519860
1753197338374,0.158372,0.338470,0.518284
1753197338407,0.157615,0.330524,0.512266
1753197338442,0.159344,0.331479,0.510718
1753197338473,0.157787,0.330933,0.509573
1753197338473,0.157787,0.330933,0.508839
1753197338507,0.157901,0.332277,0.508744
1753197338544,0.157901,0.332277,0.508682
1753197338545,0.157045,0.326571,0.502398
1753197338574,0.157230,0.327761,0.499405
1753197338608,0.155836,0.328994,0.496813
1753197338609,0.155836,0.328994,0.495149
1753197338646,0.157079,0.337049,0.502370
1753197338679,0.155197,0.332391,0.502878
1753197338709,0.155323,0.329369,0.503487
1753197338710,0.155323,0.329369,0.503877
1753197338743,0.153610,0.325349,0.499780
1753197338744,0.153610,0.325349,0.497151
1753197338778,0.153497,0.318428,0.490733
1753197338803,0.154703,0.322959,0.490433
1753197338813,0.154703,0.322959,0.490240
1753197338839,0.154703,0.322959,0.490116
1753197338841,0.153347,0.318413,0.485138
1753197338880,0.152875,0.323699,0.486275
1753197338883,0.152875,0.323699,0.487005
1753197338908,0.156622,0.342522,0.504838
1753197338909,0.156622,0.342522,0.516282
1753197338941,0.156622,0.342522,0.523626
1753197338945,0.154578,0.337709,0.522611
1753197338969,0.154578,0.337709,0.521959
1753197339012,0.156415,0.353763,0.533387
1753197339037,0.154563,0.338327,0.526897
1753197339042,0.154563,0.338327,0.522733
1753197339047,0.154730,0.340226,0.522615
1753197339074,0.155646,0.344484,0.526006
1753197339077,0.155646,0.344484,0.528181
1753197339110,0.156139,0.348093,0.532794
1753197339153,0.156409,0.354824,0.540515
1753197339203,0.155679,0.339662,0.532188
1753197339211,0.155679,0.339662,0.526844
1753197339245,0.154879,0.334563,0.519163
1753197339279,0.156790,0.343163,0.522872
1753197339309,0.154711,0.334939,0.516257
1753197339344,0.154094,0.336590,0.513566
1753197339376,0.155185,0.339485,0.514516
1753197339407,0.155185,0.339485,0.515126
1753197339414,0.154435,0.336193,0.512742
1753197339475,0.154334,0.331797,0.507524
1753197339522,0.155373,0.338508,0.510246
1753197339545,0.154052,0.331090,0.505178
1753197339575,0.153042,0.325541,0.496429
1753197339577,0.153042,0.325541,0.490815
1753197339612,0.155744,0.341348,0.501942
1753197339641,0.153844,0.327902,0.496741
1753197339642,0.153844,0.327902,0.493403
1753197339671,0.153982,0.331949,0.495423
1753197339678,0.153982,0.331949,0.496720
1753197339708,0.154200,0.333141,0.498741
1753197339737,0.153973,0.329903,0.496947
1753197339742,0.153973,0.329903,0.495796
1753197339773,0.153973,0.329903,0.495057
1753197339775,0.153627,0.327702,0.492505
1753197339809,0.153719,0.335470,0.497123
1753197339843,0.154428,0.337078,0.501432
1753197339876,0.154889,0.335985,0.504094
1753197339877,0.154889,0.335985,0.505803
1753197339910,0.153875,0.332133,0.503124
1753197339911,0.153875,0.332133,0.501405
1753197339944,0.153787,0.325314,0.494716
1753197339983,0.154636,0.333851,0.497211
1753197340007,0.155192,0.336505,0.501507
1753197340041,0.154991,0.335810,0.504027
1753197340105,0.155370,0.340010,0.509356
1753197340139,0.155998,0.342380,0.515096
1753197340175,0.154556,0.334726,0.512172
1753197340206,0.156193,0.345470,0.519495
1753197340208,0.156193,0.345470,0.524194
1753197340239,0.155170,0.334204,0.517692
1753197340274,0.155170,0.334204,0.513520
1753197340277,0.154817,0.329319,0.506200
1753197340311,0.155000,0.333606,0.505910
1753197340341,0.155000,0.333606,0.505723
1753197340342,0.154475,0.330983,0.502952
1753197340375,0.154722,0.340797,0.509131
1753197340376,0.154722,0.340797,0.513096
1753197340408,0.155393,0.342359,0.517374
1753197340440,0.155497,0.340527,0.519161
1753197340440,0.155497,0.340527,0.520308
1753197340473,0.157230,0.351971,0.530684
1753197340474,0.157230,0.351971,0.537342
1753197340504,0.156906,0.345449,0.536539
1753197340508,0.156906,0.345449,0.536024
1753197340541,0.155038,0.333852,0.525140
1753197340576,0.154437,0.331600,0.515849
1753197340606,0.155783,0.342413,0.520799
1753197340644,0.154455,0.334505,0.515542
1753197340671,0.154455,0.334505,0.512169
1753197340673,0.154840,0.336000,0.510499
1753197340711,0.154840,0.336000,0.509428
1753197340712,0.155863,0.343100,0.516662
1753197340743,0.156006,0.341869,0.519707
1753197340746,0.156006,0.341869,0.521660
1753197340776,0.155442,0.338687,0.520098
1753197340807,0.155442,0.338687,0.519095
1753197340808,0.156604,0.349158,0.528372
1753197340838,0.155032,0.334149,0.520151
1753197340873,0.155683,0.335582,0.516593
1753197340910,0.154296,0.329463,0.508725
1753197340914,0.154296,0.329463,0.503676
1753197340941,0.155398,0.338036,0.508135
1753197340942,0.155398,0.338036,0.510996
1753197340977,0.157145,0.354689,0.526769
1753197341009,0.156214,0.348647,0.531976
1753197341039,0.156678,0.350420,0.536579
1753197341078,0.156678,0.350420,0.539533
1753197341082,0.157825,0.353761,0.545575
1753197341108,0.157623,0.351938,0.547821
1753197341109,0.156934,0.349579,0.546032
1753197341114,0.156934,0.349579,0.544884
1753197341139,0.156934,0.349579,0.544147
1753197341140,0.155845,0.343979,0.539233
1753197341170,0.157520,0.354656,0.544192
1753197341175,0.157520,0.354656,0.547375
1753197341205,0.156069,0.339617,0.537675
1753197341209,0.156069,0.339617,0.531450
1753197341269,0.154476,0.332446,0.520018
1753197341270,0.154476,0.332446,0.512682
1753197341304,0.155313,0.337749,0.512768
1753197341305,0.155313,0.337749,0.512823
1753197341339,0.155660,0.339359,0.514823
1753197341340,0.155660,0.339359,0.516106
1753197341371,0.154924,0.331834,0.510760
1753197341404,0.156323,0.342902,0.517723
1753197341405,0.156323,0.342902,0.522192
1753197341438,0.157002,0.351740,0.532386
1753197341439,0.157002,0.351740,0.538929
1753197341472,0.156937,0.351822,0.543510
1753197341504,0.156082,0.342281,0.537932
1753197341505,0.156082,0.342281,0.534353
1753197341536,0.156122,0.348546,0.537270
1753197341541,0.156122,0.348546,0.539142
1753197341572,0.155371,0.336854,0.530151
1753197341573,0.155371,0.336854,0.524382
1753197341611,0.155811,0.342181,0.524958
1753197341639,0.155811,0.342181,0.525329
1753197341676,0.156428,0.340576,0.523158
1753197341678,0.156428,0.340576,0.521765
1753197341711,0.155854,0.347575,0.526878
1753197341712,0.155854,0.347575,0.530159
1753197341744,0.158272,0.358837,0.544406
1753197341745,0.158272,0.358837,0.553549
1753197341777,0.157526,0.350142,0.551307
1753197341811,0.156990,0.347517,0.546352
1753197341811,0.156990,0.347517,0.543172
1753197341842,0.158295,0.352437,0.546375
1753197341884,0.154956,0.333293,0.530813
1753197341939,0.157342,0.347413,0.534251
1753197341973,0.158471,0.360716,0.548205
1753197341979,0.158471,0.360716,0.557159
1753197342003,0.155927,0.339221,0.543541
1753197342009,0.155927,0.339221,0.534802
1753197342035,0.158274,0.356394,0.544579
1753197342042,0.158274,0.356394,0.550853
1753197342071,0.153936,0.327866,0.529577
1753197342071,0.153936,0.327866,0.515923
1753197342108,0.158198,0.357327,0.533778
1753197342109,0.158198,0.357327,0.545236
1753197342141,0.157429,0.354585,0.550329
1753197342175,0.155852,0.344075,0.543483
1753197342207,0.154383,0.337396,0.532927
1753197342212,0.154383,0.337396,0.526152
1753197342240,0.154432,0.333839,0.519022
1753197342242,0.154432,0.333839,0.514447
1753197342274,0.156424,0.346873,0.523245
1753197342307,0.155461,0.342355,0.525424
1753197342340,0.156406,0.346001,0.530769
1753197342340,0.156406,0.346001,0.534199
1753197342371,0.156339,0.345431,0.533744
1753197342374,0.156339,0.345431,0.533451
1753197342408,0.156714,0.348959,0.537901
1753197342445,0.158014,0.358762,0.548555
1753197342475,0.155012,0.341637,0.540043
1753197342507,0.153732,0.332898,0.526025
1753197342542,0.155592,0.342798,0.526494
1753197342584,0.155732,0.341888,0.527204
1753197342606,0.155732,0.341888,0.527659
1753197342613,0.157460,0.357059,0.540269
1753197342663,0.156409,0.345077,0.537855
1753197342671,0.156582,0.345058,0.536316
1753197342673,0.156582,0.345058,0.535328
1753197342712,0.155798,0.342891,0.532849
1753197342743,0.156380,0.344193,0.532948
1753197342775,0.156432,0.338383,0.528434
1753197342813,0.156070,0.348408,0.533521
1753197342842,0.156070,0.348408,0.536786
1753197342850,0.153625,0.331862,0.523315
1753197342881,0.156669,0.345800,0.528057
1753197342917,0.155755,0.347372,0.531585
1753197342943,0.156643,0.346155,0.533489
1753197342987,0.155945,0.337533,0.527278
1753197343015,0.155005,0.330169,0.516704
1753197343048,0.155096,0.337611,0.516237
1753197343077,0.156127,0.343185,0.521232
1753197343113,0.157492,0.354489,0.535203
1753197343144,0.158477,0.358901,0.547723
1753197343175,0.155383,0.335378,0.533885
1753197343178,0.155383,0.335378,0.525005
1753197343212,0.154559,0.335583,0.519429
1753197343249,0.155912,0.340297,0.520754
1753197343252,0.155912,0.340297,0.521604
1753197343279,0.157032,0.350506,0.531383
1753197343314,0.156117,0.341345,0.529709
1753197343340,0.157166,0.350292,0.536312
1753197343382,0.156854,0.348749,0.538438
1753197343383,0.156854,0.348749,0.539802
1753197343415,0.155387,0.335796,0.528946
1753197343415,0.155387,0.335796,0.521980
1753197343439,0.157203,0.345303,0.526489
1753197343440,0.157203,0.345303,0.529382
1753197343479,0.155574,0.343042,0.529152
1753197343519,0.155529,0.340268,0.527235
1753197343520,0.155529,0.340268,0.526005
1753197343535,0.155446,0.338449,0.523607
1753197343542,0.155446,0.338449,0.522068
1753197343545,0.154860,0.335996,0.517691
1753197343572,0.154860,0.335996,0.514881
1753197343577,0.155201,0.339168,0.515829
1753197343610,0.157395,0.352234,0.529356
1753197343647,0.155906,0.338781,0.525977
1753197343666,0.156338,0.345696,0.529941
1753197343675,0.156338,0.345696,0.532485
1753197343679,0.156075,0.345882,0.534307
1753197343709,0.156029,0.345684,0.534593
1753197343710,0.156029,0.345684,0.534777
1753197343742,0.157196,0.350867,0.539929
1753197343746,0.157196,0.350867,0.543236
1753197343771,0.157480,0.352833,0.547179
1753197343778,0.157480,0.352833,0.549709
1753197343813,0.156072,0.337739,0.537812
1753197343842,0.155243,0.337729,0.530659
1753197343870,0.157751,0.352119,0.538933
1753197343878,0.157751,0.352119,0.544242
1753197343906,0.158228,0.360845,0.555200
1753197343910,0.158228,0.360845,0.562232
1753197343940,0.155316,0.339414,0.547308
1753197343944,0.155316,0.339414,0.537730
1753197343976,0.156861,0.347176,0.539661
1753197343977,0.156861,0.347176,0.540900
1753197344009,0.154957,0.334074,0.529204
1753197344010,0.154957,0.334074,0.521698
1753197344050,0.156775,0.347038,0.527100
1753197344066,0.156825,0.347834,0.531270
1753197344082,0.156825,0.347834,0.533946
1753197344082,0.156445,0.350495,0.539068
1753197344118,0.155885,0.347605,0.539839
1753197344148,0.157498,0.349803,0.541707
1753197344149,0.157498,0.349803,0.542905
1753197344175,0.154540,0.338821,0.533361
1753197344178,0.154540,0.338821,0.527235
1753197344211,0.155441,0.337483,0.524425
1753197344249,0.156048,0.341032,0.523988
1753197344269,0.155290,0.332069,0.515739
1753197344282,0.154602,0.332078,0.510308
1753197344283,0.154602,0.332078,0.506823
1753197344313,0.156165,0.342300,0.514439
1753197344350,0.155987,0.343532,0.519465
1753197344351,0.155987,0.343532,0.522691
1753197344371,0.155475,0.337374,0.519293
1753197344372,0.155475,0.337374,0.517113
1753197344384,0.156473,0.338654,0.517627
1753197344412,0.154574,0.329924,0.510298
1753197344445,0.153885,0.331724,0.506751
1753197344486,0.156929,0.353197,0.523774
