1754554832598,-0.209461,0.808875,1.027887,1.324653,3.754789,0.442795,0.353760
1754554832646,-0.196999,0.802351,1.048924,1.335222,3.984734,0.463832,0.360352
1754554832670,-0.191220,0.806880,1.044867,1.333929,3.932199,0.459774,0.425781
1754554832696,-0.184482,0.806004,1.051046,1.337301,3.996664,0.465954,0.371460
1754554832722,-0.176569,0.809154,1.050697,1.337861,3.984733,0.465605,0.376587
1754554832751,-0.174457,0.806747,1.056333,1.340565,4.047566,0.471241,0.397949
1754554832845,-0.171928,0.808938,1.054094,1.339796,4.019239,0.469002,0.369019
1754554832901,-0.173025,0.810130,1.051267,1.338436,3.987762,0.466175,0.388916
1754554832971,-0.176509,0.806579,1.055300,1.339920,4.037718,0.470208,0.363159
1754554833023,-0.181870,0.805161,1.054281,1.338981,4.031335,0.469189,0.412231
1754554833081,-0.183408,0.798040,1.065613,1.343889,4.163446,0.480521,0.408569
1754554833098,-0.184203,0.795436,1.069513,1.345551,4.209183,0.484421,0.461548
1754554833122,-0.183287,0.795844,1.069416,1.345590,4.207154,0.484324,0.475098
1754554833150,-0.185388,0.801282,1.058733,1.340648,4.086149,0.473641,0.414307
1754554833177,-0.187901,0.802243,1.055375,1.338924,4.049968,0.470283,0.421997
1754554833202,-0.186689,0.802611,1.055545,1.339109,4.050720,0.470453,0.428345
1754554833226,-0.184653,0.804048,1.054387,1.338777,4.035338,0.469295,0.483276
1754554833250,-0.181315,0.799671,1.064184,1.343442,4.144887,0.479092,0.443848
1754554833274,-0.174642,0.807049,1.055682,1.340258,4.040250,0.470590,0.447998
1754554833354,-0.164764,0.805850,1.063989,1.344847,4.126087,0.478896,0.389526
1754554833378,-0.161603,0.802141,1.072238,1.348793,4.217988,0.487146,0.472656
1754554833398,-0.159806,0.798538,1.079334,1.352095,4.297950,0.494241,0.462158
1754554833422,-0.146583,0.801403,1.082114,1.354513,4.316770,0.497022,0.489990
1754554833450,-0.139126,0.802739,1.083976,1.356005,4.330768,0.498884,0.521118
1754554833472,-0.133789,0.799834,1.091550,1.359822,4.412703,0.506458,0.503296
1754554833500,-0.124969,0.799060,1.097271,1.363128,4.469809,0.512179,0.493164
1754554833523,-0.110166,0.805255,1.094430,1.363212,4.422259,0.509337,0.556030
1754554833553,-0.105360,0.799787,1.105390,1.368447,4.543755,0.520298,0.481445
1754554833572,-0.092294,0.803384,1.105422,1.369636,4.531051,0.520330,0.478027
1754554833597,-0.082594,0.803694,1.108954,1.372051,4.562054,0.523862,0.448364
1754554833623,-0.067008,0.807150,1.109564,1.373722,4.553495,0.524472,0.561523
1754554833650,-0.052981,0.810101,1.109947,1.375156,4.543885,0.524855,0.453613
1754554833677,-0.031601,0.819272,1.102261,1.373748,4.433935,0.517169,0.390991
1754554833701,-0.021304,0.815979,1.110631,1.378324,4.520086,0.525539,0.446899
1754554833723,-0.005535,0.813070,1.119458,1.383582,4.606030,0.534366,0.517578
1754554833749,0.010432,0.813987,1.121801,1.386045,4.617061,0.536709,0.547852
1754554833775,0.026955,0.815613,1.122664,1.387921,4.610480,0.537571,0.523438
1754554833805,0.043293,0.819837,1.118911,1.387792,4.550899,0.533819,0.562988
1754554833829,0.057556,0.823941,1.114508,1.387199,4.485905,0.529416,0.608398
1754554833850,0.080262,0.821478,1.120975,1.392067,4.537711,0.535882,0.558105
1754554833873,0.097265,0.817684,1.128157,1.396713,4.603472,0.543065,0.556641
1754554833900,0.113738,0.820529,1.124455,1.396640,4.544338,0.539363,0.671875
1754554833926,0.132689,0.824178,1.118921,1.396016,4.461624,0.533829,0.698730
1754554833951,0.151174,0.820182,1.124757,1.400225,4.510385,0.539665,0.704346
1754554833980,0.168416,0.818824,1.125889,1.402306,4.506180,0.540796,0.703369
1754554834002,0.187927,0.818137,1.125181,1.403816,4.478520,0.540089,0.691650
1754554834023,0.206436,0.821318,1.117841,1.402408,4.375427,0.532749,0.706055
1754554834050,0.225679,0.819334,1.117831,1.404203,4.356072,0.532739,0.683838
1754554834076,0.244401,0.820191,1.112728,1.403784,4.278543,0.527636,0.700928
1754554834102,0.258974,0.821212,1.107687,1.403006,4.205881,0.522594,0.743164
1754554834127,0.278996,0.824017,1.097697,1.400637,4.070752,0.512605,0.748291
1754554834150,0.296014,0.824352,1.091851,1.399756,3.986363,0.506758,0.783447
1754554834173,0.311582,0.822244,1.089991,1.400446,3.949367,0.504899,0.765869
1754554834199,0.326994,0.824958,1.079533,1.397452,3.813444,0.494441,0.782715
1754554834227,0.340947,0.824381,1.074712,1.396730,3.743944,0.489620,0.735840
1754554834254,0.354332,0.824235,1.068955,1.395557,3.664214,0.483862,0.755859
1754554834282,0.367808,0.821835,1.066674,1.395883,3.624455,0.481581,0.766846
1754554834301,0.379606,0.817850,1.067640,1.397438,3.623787,0.482547,0.777100
1754554834329,0.391613,0.815192,1.065868,1.397846,3.591368,0.480776,0.797852
1754554834354,0.405146,0.813942,1.060427,1.396836,3.515140,0.475335,0.802979
1754554834376,0.416443,0.813550,1.054380,1.395352,3.434162,0.469288,0.781982
1754554834405,0.427382,0.812615,1.049188,1.394200,3.363388,0.464095,0.783447
1754554834428,0.440799,0.812169,1.041099,1.392052,3.256765,0.456007,0.750977
1754554834453,0.452570,0.810858,1.035257,1.390707,3.177673,0.450164,0.748779
1754554834476,0.464560,0.810774,1.026550,1.388155,3.065352,0.441457,0.742432
1754554834501,0.474736,0.812344,1.015600,1.384456,2.929001,0.430507,0.749023
1754554834528,0.483766,0.814257,1.004398,1.380529,2.790896,0.419306,0.788330
1754554834552,0.491992,0.815391,0.994990,1.377289,2.674259,0.409898,0.772705
1754554834578,0.498794,0.817426,0.984620,1.373484,2.547959,0.399527,0.809570
1754554834602,0.503379,0.820414,0.973924,1.369305,2.420126,0.388831,0.777832
1754554834626,0.507145,0.823275,0.963946,1.365346,2.301386,0.378854,0.778809
1754554834655,0.509163,0.826753,0.954027,1.361225,2.185066,0.368934,0.762939
1754554834679,0.509567,0.832023,0.941235,1.355671,2.037264,0.356143,0.751953
1754554834707,0.510498,0.834125,0.935144,1.353095,1.966146,0.350052,0.756836
1754554834733,0.507372,0.841670,0.919672,1.345969,1.790993,0.334580,0.831299
1754554834753,0.504554,0.844751,0.914851,1.343552,1.738251,0.329758,0.805908
1754554834778,0.500852,0.849775,0.905684,1.339117,1.636332,0.320592,0.792236
1754554834801,0.492483,0.859816,0.887311,1.330092,1.432987,0.302219,0.772461
1754554834831,0.492762,0.860131,0.886056,1.329562,1.418244,0.300964,0.621582
1754554834858,0.490938,0.862573,0.881051,1.327141,1.362398,0.295959,0.657959
1754554834884,0.488416,0.865323,0.875850,1.324556,1.304982,0.290757,0.768555
1754554834903,0.484884,0.869724,0.866595,1.320045,1.201867,0.281502,0.732178
1754554834932,0.482602,0.872740,0.859825,1.316768,1.126145,0.274733,0.691162
1754554834980,0.475111,0.879419,0.847256,1.310325,0.988799,0.262164,0.674561
1754554835040,0.461825,0.889343,0.829576,1.300927,0.798365,0.244484,0.639648
1754554835057,0.458911,0.891521,0.825368,1.298707,0.752783,0.240275,0.635742
1754554835078,0.456291,0.894111,0.819011,1.295536,0.682154,0.233919,0.616211
1754554835103,0.458381,0.894404,0.814893,1.293879,0.632609,0.229800,0.631592
1754554835128,0.455364,0.897277,0.807615,1.290234,0.551769,0.222523,0.650391
