baseline_ns,cam5,cam6
10423273860430,10423273860430,10423279982923,10423280073768
10423279982923,10423279982923,10423280073768
10423279982923,10423279982923,10423280073768
10423307418726,10423307418726,10423313338783
10423307418726,10423307418726,10423312466539,10423313338783
10423312466539,10423312466539,10423313338783
10423312466539,10423312466539,10423313338783
10423340125703,10423340125703,10423346146292
10423340125703,10423340125703,10423346146292
10423340125703,10423340125703,10423346146292,10423346248183
10423346146292,10423346146292,10423346248183
10423346146292,10423346146292,10423346248183
10423374666685,10423374666685,10423380348670
10423374666685,10423374666685,10423380348670
10423374666685,10423374666685,10423380348670,10423384682313
10423380348670,10423380348670,10423384682313
10423380348670,10423380348670,10423384682313
10423407188073,10423407188073,10423412977148
10423407188073,10423407188073,10423412977148
10423407188073,10423407188073,10423412977148,10423414472517
10423412977148,10423412977148,10423414472517
10423412977148,10423412977148,10423414472517
10423444972817,10423448340396,10423444972817
10423444972817,10423448340396,10423444972817
10423444972817,10423448340396,10423444972817,10423449232205
10423448340396,10423448340396,10423449232205
10423473251862,10423473251862,10423478687233
10423473251862,10423473251862,10423478687233
10423473251862,10423473251862,10423478687233,10423482106408
10423473251862,10423473251862,10423482106408
10423507192572,10423507192572,10423514491850
10423507192572,10423507192572,10423514491850
10423507192572,10423507192572,10423514491850,10423515571345
10423514491850,10423514491850,10423515571345
10423514491850,10423514491850,10423515571345
10423539853761,10423539853761,10423546209663
10423539853761,10423539853761,10423554321101,10423546209663
10423546209663,10423554321101,10423546209663
10423546209663,10423554321101,10423546209663
10423574656632,10423574656632,10423581658479
10423574656632,10423574656632,10423581658479
10423574656632,10423574656632,10423581658479,10423584721657
10423574656632,10423574656632,10423584721657
10423611779661,10423611779661,10423614695026
10423611779661,10423611779661,10423614695026
10423608345089,10423608345089,10423611779661,10423614695026
10423611779661,10423611779661,10423614695026
10423611779661,10423611779661,10423614695026
10423639943164,10423639943164,10423644734068
10423639943164,10423639943164,10423644734068
10423639943164,10423639943164,10423644734068,10423646757876
10423644734068,10423644734068,10423646757876
10423644734068,10423644734068,10423646757876
10423673909530,10423673909530,10423678760870
10423673909530,10423673909530,10423678760870
10423673909530,10423673909530,10423678760870,10423680308438
10423678760870,10423678760870,10423680308438
10423678760870,10423678760870,10423680308438
10423706511082,10423706511082,10423714489431
10423706511082,10423706511082,10423712199415,10423714489431
10423712199415,10423712199415,10423714489431
10423712199415,10423712199415,10423714489431
10423740174738,10423740174738,10423746526374
10423740174738,10423740174738,10423745469972,10423746526374
10423745469972,10423745469972,10423746526374
10423745469972,10423745469972,10423746526374
10423773012449,10423773012449,10423778297767
10423773012449,10423773012449,10423778297767
10423773012449,10423773012449,10423778297767,10423783846049
10423778297767,10423778297767,10423783846049
10423778297767,10423778297767,10423783846049
10423806380953,10423806380953,10423815069905
10423806380953,10423806380953,10423815069905
10423806380953,10423806380953,10423815069905,10423815561808
10423815069905,10423815069905,10423815561808
10423815069905,10423815069905,10423815561808
10423839416190,10423839416190,10423844923652
10423839416190,10423839416190,10423844923652
10423839416190,10423839416190,10423844923652,10423846393890
10423839416190,10423839416190,10423846393890
10423873500030,10423873500030,10423879874730
10423873500030,10423873500030,10423879874730
10423873500030,10423873500030,10423879874730,10423888532811
10423879874730,10423879874730,10423888532811
10423879874730,10423907773833,10423879874730,10423888532811
10423907773833,10423907773833,10423912673537
10423907773833,10423907773833,10423915998830,10423912673537
10423907773833,10423907773833,10423912673537
10423945199236,10423945199236,10423947422876
10423945199236,10423945199236,10423947422876
10423939410300,10423939410300,10423945199236,10423947422876
10423945199236,10423945199236,10423947422876
10423945199236,10423945199236,10423947422876
10423973038799,10423973038799,10423978419714
10423973038799,10423973038799,10423979710621,10423978419714
10423973038799,10423973038799,10423979710621
10423973038799,10423973038799,10423979710621
10424006555210,10424006555210,10424011555101
10424006555210,10424006555210,10424013254907,10424011555101
10424011555101,10424013254907,10424011555101
10424011555101,10424013254907,10424011555101
10424072717993,10424072717993,10424079182141
10424072717993,10424072717993,10424078883652,10424079182141
10424078883652,10424078883652,10424079182141
10424078883652,10424078883652,10424079182141
10424107059847,10424107059847,10424113540064
10424107059847,10424107059847,10424113519584,10424113540064
10424113519584,10424113519584,10424113540064
10424113519584,10424113519584,10424113540064
10424140214431,10424140214431,10424145039139
10424140214431,10424140214431,10424147357485,10424145039139
10424145039139,10424147357485,10424145039139
10424145039139,10424147357485,10424145039139
10424172912990,10424172912990,10424178283668
10424172912990,10424172912990,10424178283668
10424172912990,10424172912990,10424178283668,10424180075123
10424178283668,10424178283668,10424180075123
10424178283668,10424178283668,10424180075123
10424206464419,10424206464419,10424211641926
10424206464419,10424206464419,10424213414877,10424211641926
10424211641926,10424213414877,10424211641926
10424211641926,10424213414877,10424211641926
10424239757060,10424239757060,10424245750336
10424239757060,10424239757060,10424245697423,10424245750336
10424245697423,10424245697423,10424245750336
10424245697423,10424245697423,10424245750336
10424273105592,10424273105592,10424279914897
10424273105592,10424273105592,10424279914897
10424273105592,10424273105592,10424279914897,10424278263378
10424278263378,10424279914897,10424278263378
10424278263378,10424279914897,10424278263378
10424306330285,10424306330285,10424312891172
10424306330285,10424306330285,10424312835492,10424312891172
10424312835492,10424312835492,10424312891172
10424312835492,10424312835492,10424312891172
10424339849145,10424339849145,10424346233979
10424339849145,10424339849145,10424350679401,10424346233979
10424346233979,10424350679401,10424346233979
10424346233979,10424350679401,10424346233979
10424372936390,10424372936390,10424378303410
10424372936390,10424372936390,10424379504835,10424378303410
10424378303410,10424379504835,10424378303410
10424378303410,10424379504835,10424378303410
10424406135623,10424406135623,10424411435584
10424406135623,10424406135623,10424411435584
10424406135623,10424406135623,10424411435584,10424412926112
10424406135623,10424406135623,10424412926112
10424444759679,10424444759679,10424450677724
10424444759679,10424444759679,10424450677724
10424444759679,10424444759679,10424450677724
10424444759679,10424444759679,10424450677724
10424473055706,10424473055706,10424479821916
10424473055706,10424473055706,10424479083927,10424479821916
10424479083927,10424479083927,10424479821916
10424479083927,10424479083927,10424479821916
10424508439734,10424508439734,10424513321037
10424508439734,10424508439734,10424511616441,10424513321037
10424511616441,10424511616441,10424513321037
10424511616441,10424511616441,10424513321037
10424539440272,10424539440272,10424545944087
10424539440272,10424539440272,10424551209945,10424545944087
10424545944087,10424551209945,10424545944087
10424545944087,10424551209945,10424545944087
10424573124786,10424573124786,10424578185083
10424573124786,10424573124786,10424578185083
10424573124786,10424573124786,10424578185083,10424579729614
10424573124786,10424573124786,10424578185083
10424573124786,10424573124786,10424578185083
10424606354097,10424606354097,10424612875030
10424606354097,10424606354097,10424615689934,10424612875030
10424612875030,10424615689934,10424612875030
10424612875030,10424615689934,10424612875030
10424639569045,10424639569045,10424645795325
10424639569045,10424639569045,10424645795325
10424639569045,10424639569045,10424645795325,10424644706069
10424644706069,10424645795325,10424644706069
10424644706069,10424645795325,10424644706069
10424672718193,10424672718193,10424681028720
10424672718193,10424672718193,10424681028720
10424672718193,10424672718193,10424681028720,10424681090864
10424672718193,10424672718193,10424681028720
10424672718193,10424672718193,10424681028720
10424739317253,10424739317253,10424747115376
10424739317253,10424739317253,10424747115376
10424739317253,10424739317253,10424747115376,10424744926419
10424744926419,10424747115376,10424744926419
10424744926419,10424747115376,10424744926419
10424773071501,10424773071501,10424781518309
10424773071501,10424773071501,10424786074575,10424781518309
10424781518309,10424786074575,10424781518309
10424781518309,10424786074575,10424781518309
10424806243360,10424806243360,10424812107075
10424806243360,10424806243360,10424817847543,10424812107075
10424812107075,10424817847543,10424812107075
10424812107075,10424817847543,10424812107075
10424839291662,10424839291662,10424845278704
10424839291662,10424839291662,10424845309241,10424845278704
10424845278704,10424845309241,10424845278704
10424845278704,10424845309241,10424845278704
10424872857548,10424872857548,10424878360804
10424872857548,10424872857548,10424880066201,10424878360804
10424872857548,10424872857548,10424880066201
10424872857548,10424872857548,10424880066201
10424906279544,10424906279544,10424913192910
10424906279544,10424906279544,10424916437404,10424913192910
10424913192910,10424916437404,10424913192910
10424913192910,10424916437404,10424913192910
10424939044568,10424939044568,10424945360681
10424939044568,10424939044568,10424945360681
10424939044568,10424939044568,10424945360681,10424947649748
10424939044568,10424939044568,10424945360681
10424939044568,10424939044568,10424945360681
10424978291587,10424978291587,10424980655070
10424978291587,10424978291587,10424980655070
10424973193590,10424973193590,10424978291587,10424980655070
10424973193590,10424973193590,10424978291587
10424973193590,10424973193590,10424978291587
10425006861331,10425006861331,10425012281836
10425006861331,10425006861331,10425018728116,10425012281836
10425012281836,10425018728116,10425012281836
10425012281836,10425018728116,10425012281836
10425039912801,10425039912801,10425046145349
10425039912801,10425039912801,10425046020381,10425046145349
10425046020381,10425046020381,10425046145349
10425046020381,10425046020381,10425046145349
10425073348773,10425073348773,10425078757972
10425073348773,10425073348773,10425078757972
10425073348773,10425073348773,10425078757972,10425081007232
10425078757972,10425078757972,10425081007232
10425078757972,10425078757972,10425081007232
10425106590545,10425106590545,10425111596667
10425106590545,10425106590545,10425111596667
10425106590545,10425106590545,10425111596667,10425113587588
10425111596667,10425111596667,10425113587588
10425111596667,10425111596667,10425113587588
10425139275730,10425139275730,10425146369239
10425139275730,10425139275730,10425145635717,10425146369239
10425145635717,10425145635717,10425146369239
10425145635717,10425145635717,10425146369239
10425172491768,10425172491768,10425179414735
10425172491768,10425172491768,10425179584598,10425179414735
10425179414735,10425179584598,10425179414735
10425179414735,10425179584598,10425179414735
10425205716199,10425205716199,10425212162168
10425205716199,10425205716199,10425212162168
10425205716199,10425205716199,10425212162168,10425214158242
10425212162168,10425212162168,10425214158242
10425212162168,10425212162168,10425214158242
10425239544006,10425239544006,10425248179407
10425239544006,10425239544006,10425248179407
10425239544006,10425239544006,10425248179407,10425251775043
10425248179407,10425248179407,10425251775043
10425248179407,10425248179407,10425251775043
10425273016462,10425273016462,10425279756742
10425273016462,10425273016462,10425279756742
10425273016462,10425273016462,10425279756742,10425284176675
10425279756742,10425279756742,10425284176675
10425279756742,10425279756742,10425284176675
10425306521525,10425306521525,10425311491230
10425306521525,10425306521525,10425311491230
10425306521525,10425306521525,10425311491230,10425313231404
10425311491230,10425311491230,10425313231404
10425311491230,10425311491230,10425313231404
10425339874997,10425339874997,10425347204795
10425339874997,10425339874997,10425347204795
10425339874997,10425339874997,10425347204795,10425348396973
10425347204795,10425347204795,10425348396973
10425347204795,10425347204795,10425348396973
10425372957620,10425372957620,10425385413438
10425372957620,10425372957620,10425385413438
10425372957620,10425372957620,10425385413438,10425385124576
10425372957620,10425372957620,10425385124576
10425407834123,10425407834123,10425411612283
10425407834123,10425407834123,10425411612283
10425407834123,10425407834123,10425411612283,10425416067841
10425407834123,10425407834123,10425411612283
10425407834123,10425407834123,10425411612283
10425445962060,10425454838996,10425445962060
10425445962060,10425454838996,10425445962060
10425445962060,10425454838996,10425445962060
10425445962060,10425472508427,10425454838996,10425445962060
10425454838996,10425472508427,10425454838996
10425454838996,10425472508427,10425454838996,10425478096704
10425472508427,10425472508427,10425479499934,10425478096704
10425478096704,10425479499934,10425478096704
10425478096704,10425479499934,10425478096704
10425505761259,10425505761259,10425511261713
10425505761259,10425505761259,10425511261713
10425505761259,10425505761259,10425511261713,10425515960896
10425511261713,10425511261713,10425515960896
10425511261713,10425511261713,10425515960896
10425539683539,10425539683539,10425544818712
10425539683539,10425539683539,10425544818712
10425539683539,10425539683539,10425544818712,10425546554206
10425544818712,10425544818712,10425546554206
10425544818712,10425544818712,10425546554206
10425572376141,10425572376141,10425579379067
10425572376141,10425572376141,10425579379067
10425572376141,10425572376141,10425579379067,10425579403764
10425579379067,10425579379067,10425579403764
10425579379067,10425579379067,10425579403764
10425605780001,10425605780001,10425611413589
10425605780001,10425605780001,10425611413589
10425605780001,10425605780001,10425611413589,10425612716182
10425605780001,10425605780001,10425612716182
10425645026207,10425645026207,10425646575596
10425645026207,10425645026207,10425646575596
10425641787854,10425641787854,10425645026207,10425646575596
10425645026207,10425645026207,10425646575596
10425645026207,10425645026207,10425646575596
10425673518780,10425673518780,10425678185509
10425673518780,10425673518780,10425678185509
10425673518780,10425673518780,10425678185509,10425684780657
10425678185509,10425678185509,10425684780657
10425678185509,10425678185509,10425684780657
10425711406473,10425711837866,10425711406473
10425711406473,10425711837866,10425711406473
10425711406473,10425711837866,10425711406473,10425717982104
10425711406473,10425711406473,10425717982104
10425711406473,10425711406473,10425717982104
10425739959511,10425739959511,10425744769947
10425739959511,10425739959511,10425744769947
10425739959511,10425739959511,10425744769947,10425748436587
10425744769947,10425744769947,10425748436587
10425744769947,10425744769947,10425748436587
10425772318379,10425772318379,10425779050882
10425772318379,10425772318379,10425779050882
10425772318379,10425772318379,10425779050882,10425784707108
10425779050882,10425779050882,10425784707108
10425779050882,10425779050882,10425784707108
10425806879632,10425806879632,10425817735851
10425806879632,10425806879632,10425817735851
10425806879632,10425806879632,10425817735851,10425816346420
10425816346420,10425817735851,10425816346420
10425816346420,10425817735851,10425816346420
10425838911219,10425838911219,10425845800770
10425838911219,10425838911219,10425845800770
10425838911219,10425838911219,10425845800770,10425846053498
10425845800770,10425845800770,10425846053498
10425845800770,10425845800770,10425846053498
10425872407792,10425872407792,10425879101491
10425872407792,10425872407792,10425879101491
10425872407792,10425872407792,10425879101491,10425883638060
10425879101491,10425879101491,10425883638060
10425879101491,10425879101491,10425883638060
10425906002250,10425906002250,10425913319430
10425906002250,10425906002250,10425913319430
10425906002250,10425906002250,10425913319430,10425912985678
10425912985678,10425913319430,10425912985678
10425912985678,10425913319430,10425912985678
10425939133517,10425939133517,10425944732084
10425939133517,10425939133517,10425944732084
10425939133517,10425939133517,10425944732084,10425946240533
10425939133517,10425939133517,10425944732084
10425939133517,10425939133517,10425944732084
10425972366029,10425972366029,10425979264120
10425972366029,10425972366029,10425977933634,10425979264120
10425977933634,10425977933634,10425979264120
10425977933634,10425977933634,10425979264120
10426005442945,10426005442945,10426016016581
10426005442945,10426005442945,10426016016581
10426005442945,10426005442945,10426016016581,10426014286820
10426014286820,10426016016581,10426014286820
10426014286820,10426016016581,10426014286820
10426038991582,10426038991582,10426044682699
10426038991582,10426038991582,10426046896504,10426044682699
10426038991582,10426038991582,10426046896504
10426038991582,10426038991582,10426046896504
10426078023464,10426078023464,10426080599752
10426078023464,10426078023464,10426080599752
10426072898158,10426072898158,10426078023464,10426080599752
10426078023464,10426078023464,10426080599752
10426078023464,10426078023464,10426080599752
10426106134013,10426106134013,10426114929634
10426106134013,10426106134013,10426114929634
10426106134013,10426106134013,10426114929634,10426114280158
10426114280158,10426114929634,10426114280158
10426114280158,10426114929634,10426114280158
10426139779931,10426139779931,10426144543391
10426139779931,10426139779931,10426144543391
10426139779931,10426139779931,10426144543391,10426146025573
10426144543391,10426144543391,10426146025573
10426144543391,10426144543391,10426146025573
10426173813731,10426173813731,10426180812217
10426173813731,10426173813731,10426181713784,10426180812217
10426173813731,10426173813731,10426181713784
10426173813731,10426173813731,10426181713784
10426206370585,10426206370585,10426213905706
10426206370585,10426206370585,10426213692069,10426213905706
10426213692069,10426213692069,10426213905706
10426213692069,10426213692069,10426213905706
10426238787711,10426238787711,10426246433992
10426238787711,10426238787711,10426244600278,10426246433992
10426244600278,10426244600278,10426246433992
10426244600278,10426244600278,10426246433992
10426273674781,10426273674781,10426280183909
10426273674781,10426273674781,10426280183909
10426273674781,10426273674781,10426280183909,10426285495490
10426280183909,10426280183909,10426285495490
10426280183909,10426280183909,10426285495490
10426306205724,10426306205724,10426321420972
10426306205724,10426306205724,10426313096795,10426321420972
10426313096795,10426313096795,10426321420972
10426313096795,10426340239219,10426313096795,10426321420972
10426321420972,10426340239219,10426321420972
10426340239219,10426340239219,10426346769326,10426346433051
10426340239219,10426340239219,10426346433051
10426377817675,10426377817675,10426378026906
10426377817675,10426377817675,10426378026906
10426377817675,10426377817675,10426378026906,10426379421296
10426378026906,10426378026906,10426379421296
10426378026906,10426378026906,10426379421296
10426406521878,10426406521878,10426413178624
10426406521878,10426406521878,10426413178624
10426406521878,10426406521878,10426413178624,10426411290391
10426411290391,10426413178624,10426411290391
10426411290391,10426413178624,10426411290391
10426438646192,10426438646192,10426446729685
10426438646192,10426438646192,10426446729685
10426438646192,10426438646192,10426446729685,10426453557422
10426446729685,10426446729685,10426453557422
10426446729685,10426472148174,10426446729685,10426453557422
10426453557422,10426472148174,10426453557422
10426472148174,10426472148174,10426479408594,10426486321626
10426472148174,10426472148174,10426479408594
10426472148174,10426472148174,10426479408594
10426506293952,10426506293952,10426512567526
10426506293952,10426506293952,10426513423554,10426512567526
10426512567526,10426513423554,10426512567526
10426512567526,10426513423554,10426512567526
10426539668006,10426539668006,10426546763057
10426539668006,10426539668006,10426546554223,10426546763057
10426546554223,10426546554223,10426546763057
10426546554223,10426546554223,10426546763057
10426572973504,10426572973504,10426579453549
10426572973504,10426572973504,10426585231175,10426579453549
10426579453549,10426585231175,10426579453549
10426579453549,10426585231175,10426579453549
10426606445966,10426606445966,10426613971148
10426606445966,10426606445966,10426613971148
10426606445966,10426606445966,10426613971148,10426619000050
10426613971148,10426613971148,10426619000050
10426613971148,10426613971148,10426619000050
10426641650189,10426641650189,10426645984001
10426641650189,10426641650189,10426645984001
10426641650189,10426641650189,10426645984001,10426646349562
10426645984001,10426645984001,10426646349562
10426645984001,10426645984001,10426646349562
10426672244934,10426672244934,10426677869492
10426672244934,10426672244934,10426679833349,10426677869492
10426677869492,10426679833349,10426677869492
10426677869492,10426679833349,10426677869492
10426706792487,10426706792487,10426712878592
10426706792487,10426706792487,10426711576426,10426712878592
10426711576426,10426711576426,10426712878592
10426711576426,10426711576426,10426712878592
10426739844840,10426739844840,10426746873047
10426739844840,10426739844840,10426746950075,10426746873047
10426746873047,10426746950075,10426746873047
10426746873047,10426746950075,10426746873047
10426772665181,10426772665181,10426779922452
10426772665181,10426772665181,10426779695987,10426779922452
10426779695987,10426779695987,10426779922452
10426779695987,10426779695987,10426779922452
10426805671933,10426805671933,10426813190852
10426805671933,10426805671933,10426812290233,10426813190852
10426812290233,10426812290233,10426813190852
10426812290233,10426812290233,10426813190852
10426845055526,10426845055526,10426846896110
10426845055526,10426845055526,10426846896110
10426845055526,10426845055526,10426846896110,10426854591491
10426846896110,10426846896110,10426854591491
10426846896110,10426872163645,10426846896110,10426854591491
10426854591491,10426872163645,10426854591491
10426872163645,10426872163645,10426878061201,10426885490828
10426878061201,10426878061201,10426885490828
10426878061201,10426878061201,10426885490828
10426910467525,10426910467525,10426918479427
10426910467525,10426910467525,10426918479427
10426910467525,10426910467525,10426918479427,10426913150011
10426913150011,10426918479427,10426913150011
10426913150011,10426918479427,10426913150011
10426939365837,10426939365837,10426946069385
10426939365837,10426939365837,10426946684158,10426946069385
10426946069385,10426946684158,10426946069385
10426946069385,10426946684158,10426946069385
10426971997623,10426971997623,10426977820889
10426971997623,10426971997623,10426979367913,10426977820889
10426977820889,10426979367913,10426977820889
10426977820889,10426979367913,10426977820889
10427005260455,10427005260455,10427013400199
10427005260455,10427005260455,10427013400199
10427005260455,10427005260455,10427013400199,10427011384192
10427011384192,10427013400199,10427011384192
10427011384192,10427013400199,10427011384192
10427044823561,10427047114736,10427044823561
10427044823561,10427047114736,10427044823561
10427044823561,10427047114736,10427044823561,10427052327266
10427044823561,10427044823561,10427052327266
10427044823561,10427072005646,10427044823561,10427052327266
10427072005646,10427072005646,10427080900675
10427072005646,10427072005646,10427087679678,10427080900675
10427080900675,10427087679678,10427080900675
10427080900675,10427087679678,10427080900675
10427109111165,10427109111165,10427113030453
10427109111165,10427109111165,10427113030453
10427109111165,10427109111165,10427113030453,10427112859125
10427112859125,10427113030453,10427112859125
10427112859125,10427113030453,10427112859125
10427138772226,10427138772226,10427154149140
10427138772226,10427138772226,10427156217328,10427154149140
10427154149140,10427172744618,10427156217328,10427154149140
10427154149140,10427172744618,10427154149140
10427172744618,10427172744618,10427178820106,10427183946860
10427178820106,10427178820106,10427183946860
10427178820106,10427178820106,10427183946860
10427205580957,10427205580957,10427212458883
10427205580957,10427205580957,10427212458883
10427205580957,10427205580957,10427212458883,10427212619041
10427212458883,10427212458883,10427212619041
10427212458883,10427212458883,10427212619041
10427238590081,10427238590081,10427244520679
10427238590081,10427238590081,10427244520679
10427238590081,10427238590081,10427244520679,10427246225303
10427244520679,10427244520679,10427246225303
10427244520679,10427244520679,10427246225303
10427273103222,10427273103222,10427279216262
10427273103222,10427273103222,10427279216262
10427273103222,10427273103222,10427279216262,10427285560090
10427279216262,10427279216262,10427285560090
10427279216262,10427305447990,10427279216262,10427285560090
10427285560090,10427305447990,10427285560090
10427305447990,10427305447990,10427313574989,10427317368893
10427313574989,10427313574989,10427317368893
10427313574989,10427313574989,10427317368893
10427338733813,10427338733813,10427345476032
10427338733813,10427338733813,10427345476032
10427338733813,10427338733813,10427345476032,10427351206816
10427345476032,10427345476032,10427351206816
10427345476032,10427345476032,10427351206816
10427371881891,10427371881891,10427377993011
10427371881891,10427371881891,10427377993011
10427371881891,10427371881891,10427377993011,10427382369755
10427377993011,10427377993011,10427382369755
10427377993011,10427377993011,10427382369755
10427405329673,10427405329673,10427413120230
10427405329673,10427405329673,10427413120230
10427405329673,10427405329673,10427413120230,10427419478889
10427413120230,10427413120230,10427419478889
10427413120230,10427413120230,10427419478889
10427439511779,10427439511779,10427446638268
10427439511779,10427439511779,10427450652346,10427446638268
10427446638268,10427450652346,10427446638268
10427446638268,10427450652346,10427446638268
10427472177494,10427472177494,10427479408370
10427472177494,10427472177494,10427479408370
10427472177494,10427472177494,10427479408370,10427484934240
10427479408370,10427479408370,10427484934240
10427479408370,10427479408370,10427484934240
10427505862808,10427505862808,10427512599562
10427505862808,10427505862808,10427512484629,10427512599562
10427512484629,10427512484629,10427512599562
10427512484629,10427512484629,10427512599562
10427538329929,10427538329929,10427544871679
10427538329929,10427538329929,10427544871679
10427538329929,10427538329929,10427544871679,10427550299274
10427544871679,10427544871679,10427550299274
10427544871679,10427544871679,10427550299274
10427572843893,10427572843893,10427577977000
10427572843893,10427572843893,10427579641325,10427577977000
10427572843893,10427572843893,10427577977000
10427611171469,10427611171469,10427611574746
10427611171469,10427611171469,10427611574746
10427608835144,10427608835144,10427611171469,10427611574746
10427611171469,10427611171469,10427611574746
10427611171469,10427611171469,10427611574746
10427641230314,10427641230314,10427652279602
10427641230314,10427641230314,10427652942821,10427652279602
10427652279602,10427652942821,10427652279602
10427652279602,10427672893286,10427652942821,10427652279602
10427672893286,10427672893286,10427679719898
10427672893286,10427672893286,10427679719898
10427672893286,10427672893286,10427679719898,10427679432395
10427679432395,10427679719898,10427679432395
10427679432395,10427679719898,10427679432395
10427707076873,10427707076873,10427713292027
10427707076873,10427707076873,10427712905596,10427713292027
10427712905596,10427712905596,10427713292027
10427712905596,10427712905596,10427713292027
10427741078997,10427741078997,10427746592026
10427741078997,10427741078997,10427744690434,10427746592026
10427744690434,10427744690434,10427746592026
10427744690434,10427744690434,10427746592026
10427771757185,10427771757185,10427777810896
10427771757185,10427771757185,10427786292313,10427777810896
10427777810896,10427786292313,10427777810896
10427777810896,10427804967559,10427786292313,10427777810896
10427804967559,10427804967559,10427811821774
10427804967559,10427804967559,10427811821774
10427804967559,10427804967559,10427811821774,10427812503115
10427804967559,10427804967559,10427812503115
10427845237094,10427845237094,10427850964478
10427845237094,10427845237094,10427850964478
10427845237094,10427845237094,10427850964478,10427850707078
10427850707078,10427850964478,10427850707078
10427850707078,10427850964478,10427850707078
10427873022388,10427873022388,10427881064290
10427873022388,10427873022388,10427879501511,10427881064290
10427879501511,10427879501511,10427881064290
10427879501511,10427879501511,10427881064290
10427906632372,10427906632372,10427913779617
10427906632372,10427906632372,10427912523318,10427913779617
10427912523318,10427912523318,10427913779617
10427912523318,10427912523318,10427913779617
10427939591644,10427939591644,10427947413210
10427939591644,10427939591644,10427946399503,10427947413210
10427939591644,10427939591644,10427946399503
10427939591644,10427939591644,10427946399503
10427971667734,10427971667734,10427979306998
10427971667734,10427971667734,10427979749798,10427979306998
10427979306998,10427979749798,10427979306998
10427979306998,10427979749798,10427979306998
10428007325716,10428007325716,10428011439603
10428007325716,10428007325716,10428011439603
10428007325716,10428007325716,10428011439603,10428019996690
10428011439603,10428011439603,10428019996690
10428011439603,10428038408280,10428011439603,10428019996690
10428038408280,10428038408280,10428045366539
10428038408280,10428038408280,10428046073553,10428045366539
10428045366539,10428046073553,10428045366539
10428045366539,10428046073553,10428045366539
10428074254273,10428074254273,10428079995494
10428074254273,10428074254273,10428079995494
10428074254273,10428074254273,10428079995494,10428084823435
10428079995494,10428079995494,10428084823435
10428079995494,10428079995494,10428084823435
10428105260136,10428105260136,10428117178878
10428105260136,10428105260136,10428117581963,10428117178878
10428117178878,10428117581963,10428117178878
10428117178878,10428117581963,10428117178878
10428138260760,10428138260760,10428150459758
10428138260760,10428138260760,10428145606918,10428150459758
10428145606918,10428145606918,10428150459758
10428145606918,10428145606918,10428150459758
10428172015168,10428172015168,10428178989580
10428172015168,10428172015168,10428178989580
10428172015168,10428172015168,10428178989580,10428184254390
10428178989580,10428178989580,10428184254390
10428178989580,10428178989580,10428184254390
10428205021474,10428205021474,10428212562415
10428205021474,10428205021474,10428212562415
10428205021474,10428205021474,10428212562415,10428218746965
10428212562415,10428212562415,10428218746965
10428212562415,10428238438816,10428212562415,10428218746965
10428238438816,10428238438816,10428244500541
10428238438816,10428238438816,10428246239067,10428244500541
10428244500541,10428246239067,10428244500541
10428244500541,10428246239067,10428244500541
10428271593559,10428271593559,10428279495138
10428271593559,10428271593559,10428277770489,10428279495138
10428277770489,10428277770489,10428279495138
10428277770489,10428277770489,10428279495138
10428304988671,10428304988671,10428311114774
10428304988671,10428304988671,10428312646993,10428311114774
10428311114774,10428312646993,10428311114774
10428311114774,10428312646993,10428311114774
10428338318691,10428338318691,10428345571392
10428338318691,10428338318691,10428345571392
10428338318691,10428338318691,10428345571392,10428351024769
10428345571392,10428345571392,10428351024769
10428345571392,10428345571392,10428351024769
10428371532966,10428371532966,10428378894974
10428371532966,10428371532966,10428380290778,10428378894974
10428378894974,10428380290778,10428378894974
10428378894974,10428380290778,10428378894974
10428404956698,10428404956698,10428412914223
10428404956698,10428404956698,10428412914223
10428404956698,10428404956698,10428412914223,10428417095670
10428412914223,10428412914223,10428417095670
10428412914223,10428412914223,10428417095670
10428438108022,10428438108022,10428444409140
10428438108022,10428438108022,10428444409140
10428438108022,10428438108022,10428444409140,10428453990582
10428444409140,10428444409140,10428453990582
10428444409140,10428444409140,10428453990582
10428474414278,10428474414278,10428479721783
10428474414278,10428474414278,10428477739505,10428479721783
10428474414278,10428474414278,10428477739505
10428474414278,10428474414278,10428477739505
10428511095262,10428513015860,10428511095262
10428511095262,10428513015860,10428512932556,10428511095262
10428512932556,10428513015860,10428512932556
10428512932556,10428513015860,10428512932556
10428538737310,10428538737310,10428546641265
10428538737310,10428538737310,10428544549766,10428546641265
10428544549766,10428544549766,10428546641265
10428544549766,10428544549766,10428546641265
10428571400793,10428571400793,10428579725209
10428571400793,10428571400793,10428579323617,10428579725209
10428571400793,10428571400793,10428579725209
10428613270700,10428613524053,10428613270700
10428613270700,10428613524053,10428613270700
10428613270700,10428613528574,10428613524053,10428613270700
10428613270700,10428613524053,10428613270700
10428613270700,10428613524053,10428613270700
10428639201307,10428639201307,10428645794339
10428639201307,10428639201307,10428645794339
10428639201307,10428639201307,10428645794339,10428645943420
10428645794339,10428645794339,10428645943420
10428645794339,10428645794339,10428645943420
10428676100112,10428676100112,10428679371381
10428676100112,10428676100112,10428677834808,10428679371381
10428677834808,10428677834808,10428679371381
10428677834808,10428677834808,10428679371381
10428704935075,10428704935075,10428712185878
10428704935075,10428704935075,10428713671445,10428712185878
10428712185878,10428713671445,10428712185878
10428712185878,10428713671445,10428712185878
10428738065139,10428738065139,10428745654792
