total_pipeline_ms
9
10
14
9
9
8
11
8
13
10
14
13
14
18
9
17
8
16
10
11
12
11
9
10
10
7
13
8
13
9
12
11
11
10
9
8
8
10
8
12
8
9
12
10
10
9
10
9
10
7
13
8
11
8
11
10
9
10
6
9
6
13
8
12
9
13
13
9
12
8
10
8
9
13
10
13
9
10
7
10
7
9
10
12
11
11
14
11
8
9
7
13
7
10
8
11
11
10
11
9
9
10
10
6
10
7
11
9
11
10
13
14
9
8
7
10
8
10
8
11
10
13
11
8
9
7
9
7
10
8
11
10
12
11
9
10
7
9
8
11
8
12
12
12
12
13
9
11
10
12
11
7
11
12
8
10
10
13
10
12
14
9
10
11
8
11
12
11
11
11
9
11
12
10
11
12
11
9
9
10
7
9
10
7
10
8
7
9
10
8
12
11
11
9
9
10
7
10
9
7
10
10
8
11
13
10
10
12
11
8
11
11
7
9
9
7
10
10
8
11
13
10
11
12
13
8
9
11
7
10
9
7
10
10
8
13
13
11
12
13
12
9
10
10
6
9
9
7
9
11
8
11
11
9
11
13
11
8
9
9
9
12
12
8
11
11
8
11
11
10
12
11
8
8
7
8
9
9
10
9
14
7
10
9
7
13
13
18
11
10
14
7
10
8
8
15
15
12
17
16
12
10
14
16
12
16
17
9
9
11
7
9
10
7
11
9
8
14
11
11
12
13
10
9
10
9
7
9
9
7
11
11
8
13
8
8
11
10
10
7
9
8
6
9
7
8
9
8
7
8
10
12
10
13
10
7
10
8
7
8
7
7
12
10
9
10
9
10
11
11
10
7
11
9
7
8
8
7
9
10
9
9
8
8
12
13
10
10
11
9
7
9
7
7
11
10
8
10
9
10
11
13
9
9
9
7
7
11
7
14
11
11
12
11
10
7
9
7
8
12
9
10
10
13
7
8
7
9
7
10
8
12
9
12
12
8
9
7
9
7
8
8
9
9
11
14
9
11
8
7
11
8
7
8
7
8
9
10
12
12
11
10
8
10
9
7
10
8
7
9
8
7
8
8
12
12
10
11
10
8
7
8
7
7
9
9
9
9
9
11
13
8
9
10
11
9
10
8
8
11
9
10
9
11
10
13
10
11
7
9
7
11
11
13
8
10
10
8
12
11
9
8
9
13
10
9
8
7
8
8
7
7
7
7
9
11
13
8
11
13
9
8
9
8
7
7
8
8
9
10
8
11
11
8
8
8
8
8
7
8
8
7
8
8
7
10
7
9
11
7
8
9
8
8
9
8
7
7
10
9
10
10
8
10
10
7
7
9
8
7
8
8
7
8
8
8
9
9
9
10
10
8
8
9
8
7
9
9
7
7
12
10
8
9
8
10
11
9
8
8
7
7
8
8
7
7
8
8
7
8
7
11
10
7
8
8
8
6
7
8
6
6
9
7
7
8
7
11
10
8
8
8
8
6
8
10
8
7
9
8
7
8
9
10
12
8
9
8
7
7
8
7
8
7
8
10
8
7
8
7
7
7
9
11
7
11
7
8
10
10
10
8
9
7
7
7
8
7
8
8
8
7
9
7
12
12
8
8
7
8
7
7
8
9
7
10
10
11
11
8
12
12
23
9
9
8
9
10
10
9
8
9
8
13
8
8
7
6
7
7
8
7
7
7
11
8
9
10
8
8
9
7
9
8
8
11
7
8
8
8
8
7
13
8
9
8
7
7
7
7
6
8
7
8
10
9
10
7
7
9
8
7
8
7
9
9
9
9
10
7
7
8
7
8
7
8
10
10
8
8
7
7
7
7
11
7
8
10
9
7
8
13
9
8
11
8
8
10
9
13
9
8
7
10
8
10
9
8
11
9
9
11
8
8
9
10
9
9
11
9
8
7
7
9
8
7
10
11
10
10
9
8
8
8
9
7
9
7
9
9
8
8
9
9
9
8
10
7
9
12
8
11
8
8
9
8
9
9
10
10
9
11
8
8
10
7
11
9
8
8
9
9
8
9
9
9
10
13
8
10
11
10
9
10
9
9
9
8
9
9
9
10
9
10
8
10
9
8
9
13
9
9
9
9
10
9
13
10
10
9
9
8
9
11
10
10
9
10
8
9
9
8
10
8
9
9
11
9
10
10
9
9
12
10
8
9
9
9
10
9
8
9
10
8
10
8
10
11
9
10
9
8
11
14
11
9
10
9
7
8
9
9
8
8
9
9
8
8
10
10
9
11
10
7
8
8
9
16
9
9
13
17
11
9
9
8
8
11
9
13
11
11
13
7
10
9
8
10
8
8
8
9
9
8
7
8
8
9
13
9
11
9
11
8
8
8
9
9
8
9
9
9
11
8
9
9
11
8
9
9
12
10
8
10
8
8
9
8
11
8
9
9
9
9
9
15
8
8
8
9
10
8
8
9
13
8
8
9
9
8
11
8
9
8
9
8
8
8
9
13
7
8
9
9
9
8
9
8
10
11
13
11
9
8
12
10
9
9
8
11
7
8
10
8
11
8
8
8
8
9
8
8
8
8
10
12
10
8
9
10
8
9
8
8
9
11
9
8
8
10
7
8
11
8
10
7
10
9
10
9
8
9
8
10
10
9
8
8
8
9
8
11
9
8
11
8
9
9
9
8
8
9
8
11
9
12
10
9
9
9
7
11
9
8
10
7
8
9
8
10
8
8
9
9
11
9
8
8
8
10
9
9
11
9
9
7
8
8
8
8
7
8
10
9
9
8
9
9
8
16
10
10
8
14
12
9
8
8
8
9
7
10
8
8
10
10
9
8
9
10
7
11
8
9
12
8
8
12
12
10
10
13
8
7
9
9
9
8
8
9
8
11
10
10
10
7
10
8
9
8
10
10
12
8
8
12
8
8
8
12
9
9
9
8
8
10
9
8
8
9
10
7
10
8
12
9
8
13
10
9
10
7
10
8
8
10
8
9
9
9
8
8
9
10
7
10
8
13
9
9
9
10
11
8
8
10
8
9
8
9
9
8
10
8
9
10
8
9
10
8
9
8
11
8
11
10
8
11
9
12
10
8
9
8
8
9
9
8
7
7
10
8
10
9
9
10
8
12
10
8
8
10
12
8
8
10
9
11
7
8
9
9
10
8
8
11
10
9
8
9
9
8
14
11
8
9
7
13
9
7
8
9
8
8
8
10
8
9
7
10
8
12
9
8
16
9
10
9
8
8
7
12
9
8
8
9
8
10
8
8
7
8
8
8
8
9
11
9
9
8
10
8
8
8
8
12
8
8
11
11
10
10
8
10
8
8
10
14
9
9
8
9
9
8
9
8
8
9
8
10
9
8
8
10
9
9
8
10
13
9
12
13
10
11
11
43
42
33
10
11
12
12
12
10
9
8
10
10
8
10
9
10
9
12
9
8
10
9
9
10
9
9
9
10
8
8
8
9
10
8
10
8
10
9
10
11
11
9
8
10
12
10
8
9
8
8
10
10
10
10
11
10
9
9
10
10
10
9
10
9
9
10
9
10
9
11
8
9
9
9
10
11
9
10
9
9
9
8
10
9
10
9
10
14
9
7
10
9
8
8
8
15
15
10
9
9
9
9
9
9
12
10
12
8
9
10
10
9
8
9
9
9
9
9
9
7
8
11
10
7
13
11
12
10
9
10
9
9
10
15
11
8
9
8
8
10
9
9
11
10
9
8
8
8
13
12
10
9
8
11
13
14
10
10
11
9
9
8
8
9
8
8
9
7
9
9
8
9
8
9
10
10
9
9
9
8
8
9
9
8
18
12
19
10
11
11
10
12
11
10
9
9
8
8
9
10
8
10
8
9
8
10
10
9
8
8
9
7
7
10
11
9
11
9
8
10
9
10
10
10
10
9
9
9
9
9
8
9
10
9
9
9
8
10
9
8
9
9
9
10
10
8
11
9
8
9
8
10
11
8
9
9
13
11
8
9
14
10
9
8
9
9
8
9
7
9
9
9
10
10
9
9
10
10
9
9
8
10
12
9
9
8
10
10
12
13
11
10
9
8
10
8
8
10
14
9
15
8
11
12
9
10
8
9
9
7
9
9
8
10
9
9
10
9
10
10
9
11
9
9
10
10
10
9
9
10
10
9
10
8
9
8
8
10
9
8
9
9
10
15
8
9
9
9
10
8
10
9
9
11
10
8
8
8
11
8
13
10
8
11
15
12
13
10
10
9
9
10
10
14
11
8
9
9
8
8
11
10
8
9
8
11
8
9
9
9
10
9
10
11
10
9
9
8
9
9
8
8
8
11
12
10
11
9
9
10
8
10
10
8
9
8
9
8
9
10
8
8
10
8
9
10
8
10
10
8
11
9
9
11
8
10
8
17
12
12
11
10
9
10
10
8
9
8
9
14
13
11
11
8
12
9
8
9
10
10
11
9
9
8
9
9
9
10
9
10
13
10
8
15
9
12
10
8
9
9
9
11
9
10
9
8
11
10
9
9
8
9
11
10
10
9
8
8
8
10
10
8
13
8
12
10
9
10
10
8
10
9
11
9
11
11
10
9
10
12
9
8
9
10
9
8
8
8
8
9
10
9
8
10
8
9
10
8
10
10
7
10
8
9
9
8
11
10
8
10
9
9
10
9
11
10
9
10
9
9
10
8
11
9
8
11
8
9
9
9
10
10
7
9
8
9
8
9
9
9
8
8
9
9
8
9
11
11
8
14
17
14
15
9
12
13
9
10
9
13
14
7
9
11
9
9
9
8
8
9
7
9
10
8
9
11
11
8
8
11
8
11
8
9
9
8
10
9
7
10
8
8
8
8
10
8
7
9
9
9
9
11
11
8
10
9
8
9
8
11
10
9
10
9
8
9
9
10
10
9
10
9
8
10
8
10
8
8
9
8
8
9
8
10
9
8
9
8
8
8
10
9
8
9
10
9
9
12
10
14
12
8
11
9
12
10
10
10
9
8
10
9
9
9
8
9
8
7
8
8
8
9
9
7
9
9
8
10
9
7
8
8
9
8
8
10
10
9
14
14
10
13
10
10
15
9
10
11
8
8
10
9
8
8
7
8
10
8
10
9
9
9
8
9
9
10
9
10
9
8
12
10
11
10
9
9
8
8
8
9
11
10
8
11
11
8
9
11
9
9
7
10
9
8
8
8
10
9
7
10
8
8
9
9
10
8
7
9
8
8
8
9
11
8
8
11
15
9
10
9
9
11
9
9
9
8
9
8
9
8
8
10
9
8
8
9
10
7
10
9
8
10
9
10
9
8
10
10
8
10
9
9
8
10
12
16
11
10
9
11
9
8
10
9
11
10
9
9
9
7
10
8
9
9
9
8
9
9
10
8
9
8
9
8
10
9
10
9
9
9
10
10
9
8
10
8
10
10
9
8
10
9
10
9
10
9
11
10
9
8
10
8
9
11
8
13
13
8
9
9
9
10
10
10
9
9
10
9
10
10
13
11
9
9
10
13
10
9
10
10
9
9
11
8
10
9
8
10
9
10
9
11
7
11
8
11
12
11
10
11
11
11
11
9
11
8
10
9
8
10
